title,volume,issue,year,issue_direct_url
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,118,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::96
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,119,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::144
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,120,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::180
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,121,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::212
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,122,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::244
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,1,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::284
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,2,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::336
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",8,3-4,1943,https://www.e-periodica.ch/digbib/view?pid=kif-002:1943:8::364
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,94,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,95,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::88
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,96,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::136
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,97,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::184
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,98,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::228
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,99,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::272
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,100,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::320
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,101,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::372
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,102,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::412
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,103,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::454
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,104,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::502
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,105,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::534
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,106,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::602
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,107,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::638
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,108,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::680
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,109,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::708
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,110,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::744
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,111,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::784
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,112,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::828
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,113,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::864
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,114,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::908
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",7,115,1941,https://www.e-periodica.ch/digbib/view?pid=kif-002:1941:7::952
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,83,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,84,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::68
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,85,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::108
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,86,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::160
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,87,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::208
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,88,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::248
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,89,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::292
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,90,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::328
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,91,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::372
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,92,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::424
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",6,93,1940,https://www.e-periodica.ch/digbib/view?pid=kif-002:1940:6::476
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,71,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,72,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::68
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,73,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::100
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,74,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::140
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,75,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::184
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,76-77,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::220
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,78,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::260
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,79,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::296
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,80,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::348
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,81,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::384
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",5,82,1939,https://www.e-periodica.ch/digbib/view?pid=kif-002:1939:5::404
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,59,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,60,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::56
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,61,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::84
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,62,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::104
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,63-64,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::136
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,65,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::160
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,66,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::184
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,67,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::232
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,68,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::280
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,69,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::318
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",4,70,1938,https://www.e-periodica.ch/digbib/view?pid=kif-002:1938:4::350
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,49,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,50,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::8
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,51,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::36
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,52,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::56
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,53,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::72
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,54,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::92
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,55,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::124
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,56,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::144
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,57,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::156
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",3,58,1937,https://www.e-periodica.ch/digbib/view?pid=kif-002:1937:3::180
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,38,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,39,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::16
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,40,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::20
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,41,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::24
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,42,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::30
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,43,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::34
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,44,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::38
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,45,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::42
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,46,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::46
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,47,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::50
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,48,1936,https://www.e-periodica.ch/digbib/view?pid=kif-002:1936:0::54
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,21,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,22,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::8
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,23,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::12
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,24,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::16
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,25,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::22
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,26,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::26
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,27,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::32
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,28,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::36
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,29,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::40
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,30,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::48
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,31,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::52
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,32,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::56
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,33,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::60
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,34,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::64
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,35,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::68
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,36,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::74
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,37,1935,https://www.e-periodica.ch/digbib/view?pid=kif-002:1935:0::78
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,1,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::4
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,2,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::8
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,3,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::12
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,4,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::16
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,5,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::20
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,6,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::28
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,7,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::32
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,8,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::40
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,9,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::44
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,10,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::48
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,11,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::52
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,12,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::60
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,13,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::68
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,14,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::72
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,15,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::76
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,16,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::84
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,17,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::88
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,18,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::92
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,19,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::96
"Schweizer Film = Film Suisse : offizielles Organ des Schweiz. Lichtspieltheater-Verbandes, deutsche und italienische Schweiz",,20,1934,https://www.e-periodica.ch/digbib/view?pid=kif-002:1934:0::100
